Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Dromaius novaehollandiae	emu	isolate: 6597, sex: male	8790	droNov1	GCF_003342905.1	RefSeq	NCBI Annotation Release 100	Scaffold	172131	1192237364	2018-07-26	18874	PRJNA433110	SAMN08476457
Apteryx rowi	Okarito brown kiwi	isolate: R43461, sex: male	308060	aptRow1	GCF_003343035.1	RefSeq	NCBI Annotation Release 100	Scaffold	129376	1228902913	2018-07-26	18218	PRJNA433110	SAMN08476454
Chelonoidis abingdonii	Abingdon island giant tortoise	isolate: Lonesome George, sex: male	106734	ASM359739v1	GCF_003597395.1	RefSeq	NCBI Annotation Release 100	Scaffold	73186	2300739315	2018-09-25	25634	PRJNA416050	SAMN07840320
Pipra filicauda	Wire-tailed manakin	isolate: LSUMZ 115617, sex: male	649802	ASM394559v2	GCF_003945595.2	RefSeq	NCBI Annotation Release 101	Scaffold	1677444	1081944082	2020-12-01	20753	PRJNA445296	SAMN08774045
Corapipo altera	White-ruffed manakin	isolate: COAL_440, sex: female	415028	ASM394572v1	GCF_003945725.1	RefSeq	NCBI Annotation Release 100	Scaffold	262501	1095745976	2018-12-14	20616	PRJNA505529	SAMN10424454
Calypte anna	Anna's hummingbird	isolate: BGI_N300, sex: female	9244	bCalAnn1_v1.p	GCF_003957555.1	RefSeq	NCBI Annotation Release 101	Chromosome	14522327	1059687259	2019-05-16	16230	PRJNA489139	SAMN02265252
Neopelma chrysocephalum	saffron-crested tyrant-manakin	sex: female	114329	ASM398488v2	GCF_003984885.1	RefSeq	NCBI Annotation Release 100	Scaffold	237029	1142796179	2018-12-28	21343	PRJNA445439	SAMN08784363
Strigops habroptila	Kakapo	isolate: Jane, sex: female	2489341	bStrHab1.2.pri	GCF_004027225.2	RefSeq	NCBI Annotation Release 101	Chromosome	9454087	1148597545	2020-03-04	19379	PRJNA489135	SAMN09948751
Phasianus colchicus	Ring-necked pheasant	isolate: SZU-A5-319, sex: male	9054	ASM414374v1	GCF_004143745.1	RefSeq	NCBI Annotation Release 100	Scaffold	197843	1017507340	2019-02-06	19413	PRJNA449162	SAMN08888240
Podarcis muralis	Common wall lizard	ecotype: yellow, sex: male	64176	PodMur_1.0	GCF_004329235.1	RefSeq	NCBI Annotation Release 100	Chromosome	714612	1511002858	2019-03-07	26708	PRJNA515813	SAMN10820182
Lonchura striata domestica	Bengalese finch	isolate: Mets1, sex: male	299123	lonStrDom2	GCF_005870125.1	RefSeq	NCBI Annotation Release 101	Chromosome	100423	1060252993	2019-06-05	18674	PRJNA369279	SAMN11521339
Serinus canaria	Common canary	ecotype: domestic yellow, isolate: sc_yellow_7_cibi, sex: male	9135	cibio_Scana_2019	GCF_007115625.1	RefSeq	NCBI Annotation Release 102	Scaffold	90869	1071638426	2019-07-18	17393	PRJNA548289	SAMN12017177
Gopherus evgoodei	Goodes thornscrub tortoise	ecotype: Sinaloan lineage, sex: male	1825980	rGopEvg1_v1.p	GCF_007399415.2	RefSeq	NCBI Annotation Release 100	Chromosome	13026736	2298547364	2019-07-25	26465	PRJNA489103	SAMN03496275
Taeniopygia guttata	zebra finch	isolate: Blue55, sex: female	59729	bTaeGut2.pat.W.v2	GCF_008822105.2	RefSeq	NCBI Annotation Release 105	Chromosome	4378277	1068971253	2020-02-12	21543	PRJNA555095	SAMN09946140
Corvus moneduloides	New Caledonian crow	isolate: bCorMon1, sex: female	1196302	bCorMon1.pri	GCF_009650955.1	RefSeq	NCBI Annotation Release 100	Chromosome	11524098	1112734094	2019-11-14	20781	PRJNA560983	SAMN12368441
Dermochelys coriacea	leatherback sea turtle	isolate: rDerCor1, sex: male	27794	rDerCor1.pri.v3	GCF_009764565.2	RefSeq	NCBI Annotation Release 100	Chromosome	7029801	2164762090	2020-12-09	22935	PRJNA561993	SAMN12629498
Thamnophis elegans	Western terrestrial garter snake	isolate: rThaEle1, sex: female	35005	rThaEle1.pri	GCF_009769535.1	RefSeq	NCBI Annotation Release 100	Chromosome	4620601	1672190305	2019-12-23	21688	PRJNA561996	SAMN12629499
Lacerta agilis	Sand lizard	isolate: rLacAgi1, sex: female	80427	rLacAgi1.pri	GCF_009819535.1	RefSeq	NCBI Annotation Release 100	Chromosome	6613248	1391387079	2019-12-31	23190	PRJNA562018	SAMN12629509
Aythya fuligula	tufted duck	isolate: bAytFul2, sex: female	219594	bAytFul2.pri	GCF_009819795.1	RefSeq	NCBI Annotation Release 100	Chromosome	17816505	1126988109	2019-12-31	17219	PRJNA561952	SAMN12621346
Catharus ustulatus	Swainson's thrush	isolate: bCatUst1, sex: female	91951	bCatUst1.pri	GCF_009819885.1	RefSeq	NCBI Annotation Release 100	Chromosome	4908935	1131616430	2019-12-31	19638	PRJNA561933	SAMN12618602
Chiroxiphia lanceolata	lance-tailed manakin	isolate: bChiLan1, sex: female	296741	bChiLan1.pri	GCF_009829145.1	RefSeq	NCBI Annotation Release 100	Chromosome	18496167	1089631598	2020-01-03	20299	PRJNA561943	SAMN12620979
Oxyura jamaicensis	ruddy duck	breed: ruddy duck, isolate: SHBP4307, sex: female	8884	BPBGC_Ojam_1.0	GCF_011077185.1	RefSeq	NCBI Annotation Release 100	Chromosome	128592	1147585764	2020-03-10	23874	PRJNA588796	SAMN13257492
Zootoca vivipara	common lizard	isolate: ELT05324, sex: female	8524	UG_Zviv_1	GCF_011800845.1	RefSeq	NCBI Annotation Release 100	Chromosome	219893	1464283545	2020-04-01	22831	PRJNA610958	SAMN14329711
Melopsittacus undulatus	budgerigar	isolate: bMelUnd1, sex: female	13146	bMelUnd1.mat.Z	GCF_012275295.1	RefSeq	NCBI Annotation Release 104	Chromosome	16636420	1171617451	2020-04-13	18613	PRJNA612327	SAMN12623090
Molothrus ater		breed: brown headed cowbird, isolate: BHLD 08-10-18, sex: female	84834	BPBGC_Mater_1.0	GCF_012460135.1	RefSeq	NCBI Annotation Release 100	Chromosome	13273966	1087312585	2020-04-20	18122	PRJNA606972	SAMN14074414
Trachemys scripta elegans		isolate: TJP31775	31138	CAS_Tse_1.0	GCF_013100865.1	RefSeq	NCBI Annotation Release 100	Chromosome	204575	2126182493	2020-05-15	22456	PRJNA552319	SAMN12189062
Cygnus atratus	black swan	ecotype: Queensland, Australia, isolate: AKBS03, sex: male	8868	Cygnus_atratus_primary_v1.0	GCF_013377495.1	RefSeq	NCBI Annotation Release 100	Contig	12814145	1122262644	2020-06-30	18682	PRJNA640810	SAMN15332785
Passer montanus	Eurasian tree sparrow	isolate: IOZ18808, sex: pooled male and female	9160	ASM1480565v1	GCF_014805655.1	RefSeq	NCBI Annotation Release 100	Scaffold	1083540	1039949367	2020-09-30	18585	PRJNA417520	SAMN07998528
Falco rusticolus	gyrfalcon	isolate: bFalRus1, sex: female	120794	bFalRus1.pri	GCF_015220075.1	RefSeq	NCBI Annotation Release 100	Chromosome	15323486	1195829278	2020-11-03	19484	PRJNA561988	SAMN12629496
Chelonia mydas	Green sea turtle	isolate: rCheMyd1, sex: male	8469	rCheMyd1.pri	GCF_015237465.1	RefSeq	NCBI Annotation Release 102	Chromosome	39415510	2134576752	2020-11-05	24489	PRJNA561941	SAMN12612360
Anas platyrhynchos	mallard	breed: Pekin duck, isolate: Z2, sex: pooled male and female	8839	ZJU1.0	GCF_015476345.1	RefSeq	NCBI Annotation Release 104	Chromosome	5679408	1188516685	2020-11-23	25093	PRJNA636121	SAMN15588841
Motacilla alba alba		isolate: MOTALB_02, sex: male	1094192	Motacilla_alba_V1.0_pri	GCF_015832195.1	RefSeq	NCBI Annotation Release 100	Chromosome	8515530	1072653902	2020-12-08	18047	PRJNA662706	SAMN16093224
Mauremys reevesii	Reeves's turtle	isolate: NIE-2019, sex: female	260615	ASM1616193v1	GCF_016161935.1	RefSeq	NCBI Annotation Release 100	Chromosome	33352699	2367590653	2020-12-22	41089	PRJNA663192	SAMN16454374
Crotalus tigris	Tiger rattlesnake	ecotype: Arizona, isolate: CLP2741	88082	ASM1654583v1	GCF_016545835.1	RefSeq	NCBI Annotation Release 100	Contig	2106662	1612002213	2021-01-06	23820	PRJNA558767	SAMN12497667
Pogona vitticeps	central bearded dragon	sex: male	103695	pvi1.1	GCF_900067755.1	RefSeq	NCBI Annotation Release 100	Scaffold	35501	1716675060	2017-02-28	21994	PRJEB5206	SAMEA2300447
Aquila chrysaetos chrysaetos			223781	bAquChr1.2	GCF_900496995.1	RefSeq	NCBI Annotation Release 100	Chromosome	21924221	1203454851	2019-07-08	20678	PRJEB27699	SAMEA994725
Notechis scutatus	mainland tiger snake		8663	TS10Xv2-PRI	GCF_900518725.1	RefSeq	NCBI Annotation Release 100	Scaffold	31763	1665525958	2018-09-24	23178	PRJEB27871	SAMEA4800209
Pseudonaja textilis	eastern brown snake		8673	EBS10Xv2-PRI	GCF_900518735.1	RefSeq	NCBI Annotation Release 100	Scaffold	50443	1590035073	2018-09-24	22548	PRJEB27869	SAMEA4800208
Camarhynchus parvulus			87175	STF_HiC	GCF_901933205.1	RefSeq	NCBI Annotation Release 100	Chromosome	16035651	1051609828	2019-09-06	16830	PRJEB32528	SAMEA5603054
Tyto alba alba			507980	genome_assembly_l500	GCF_902150015.1	RefSeq	NCBI Annotation Release 101	Scaffold	141398	1219191878	2020-02-10	19354	PRJEB33158	SAMEA5733888
