Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Harpagifer antarcticus	Antarctic spiny plunderfish		43256	fHarAnt1.1 alternate haplotype	GCA_902827095.1	GenBank		Scaffold	157921	908431605	2020-04-15		PRJEB37644	SAMEA104132831
Trematomus bernacchii	emerald rockcod		40690	fTreBer1.1 alternate haplotype	GCA_902827105.1	GenBank		Scaffold	176545	950296928	2020-04-15		PRJEB37641	SAMEA104132834
Pseudochaenichthys georgianus	South Georgia icefish		52239	fPseGeo1.1	GCA_902827115.1	GenBank		Chromosome	661283	1026101545	2020-04-15		PRJEB37648	SAMEA104132832
Harpagifer antarcticus	Antarctic spiny plunderfish		43256	fHarAnt1.1	GCA_902827135.1	GenBank		Scaffold	1048452	941503312	2020-04-15		PRJEB37645	SAMEA104132831
Pseudochaenichthys georgianus	South Georgia icefish		52239	fPseGeo1.1 alternate haplotype	GCA_902827155.1	GenBank		Scaffold	36557	340895399	2020-04-15		PRJEB37647	SAMEA104132832
Trematomus bernacchii	emerald rockcod		40690	fTreBer1.1	GCA_902827165.1	GenBank		Scaffold	1402669	867125071	2020-04-15		PRJEB37642	SAMEA104132834
Gymnodraco acuticeps			8218	fGymAcu1.1	GCA_902827175.1	GenBank		Scaffold	534678	996888495	2020-04-15		PRJEB37639	SAMEA104242997
Gymnodraco acuticeps			8218	fGymAcu1.1 alternate haplotype	GCA_902827185.1	GenBank		Scaffold	112147	945243511	2020-04-15		PRJEB37638	SAMEA104242997
Diplodus sargus	white seabream		38941	diplodus_sargus_genome	GCA_903131615.1	GenBank		Scaffold	27464	784049296	2020-06-05		PRJEB38135	SAMEA6813209
Mullus surmuletus	striped red mullet		87757	mullus_surmuletus_genome	GCA_903171835.1	GenBank		Scaffold	8436	533324175	2020-06-05		PRJEB38135	SAMEA6813210
Serranus cabrilla	comber		94953	serranus_cabrilla_genome	GCA_903364295.1	GenBank		Scaffold	21564	630578932	2020-06-05		PRJEB38135	SAMEA6813211
Poecilia reticulata	guppy		8081	PRET-male-REFERENCE	GCA_904066995.1	GenBank		Chromosome	8200425	697709266	2020-09-16		PRJEB36704	SAMEA6533017
Acanthopagrus latus	yellowfin seabream	isolate: v.2019	8177	fAcaLat1.1 alternate haplotype	GCA_904848175.1	GenBank		Scaffold	195684	47986553	2020-10-12		PRJEB40701	SAMN16236878
Acanthopagrus latus	yellowfin seabream	isolate: v.2019	8177	fAcaLat1.1	GCA_904848185.1	GenBank		Chromosome	14880455	685127588	2020-10-12		PRJEB40700	SAMN16236878
Trachurus trachurus	Atlantic horse mackerel		36212	fTraTra1.1 alternate haplotype	GCA_905171655.1	GenBank		Scaffold	1547897	818939194	2021-01-28		PRJEB42173	SAMEA7524396
Trachurus trachurus	Atlantic horse mackerel		36212	fTraTra1.1	GCA_905171665.1	GenBank		Chromosome	6264696	820146742	2021-01-28		PRJEB42172	SAMEA7524396
Maylandia zebra	zebra mbuna	ecotype: Mazinzi reef, isolate: #2_Kocher and #3_Kocher, sex: pooled male and female	106582	M_zebra_UMD2a	GCF_000238955.4	RefSeq	NCBI Annotation Release 104	Chromosome	1407748	957468680	2018-04-10	32471	PRJNA60369	SAMN03892560
Pundamilia nyererei		isolate: P.nyererei 1_Seehausen, sex: female	303518	PunNye1.0	GCF_000239375.1	RefSeq	NCBI Annotation Release 101	Scaffold	22622	830133247	2011-12-22	24222	PRJNA60367	SAMN00149614
Neolamprologus brichardi	lyretail cichlid	isolate: N.brichardi 1_Salsburger, sex: female	32507	NeoBri1.0	GCF_000239395.1	RefSeq	NCBI Annotation Release 101	Scaffold	13047	847893845	2011-12-22	26286	PRJNA60365	SAMN00139653
Haplochromis burtoni	Burton's mouthbrooder	isolate: A. burtoni ID#24_Hofmann, sex: female	8153	AstBur1.0	GCF_000239415.1	RefSeq	NCBI Annotation Release 101	Scaffold	21886	831411547	2011-12-22	26461	PRJNA60363	SAMN00139641
Poecilia formosa	Amazon molly	sex: female	48698	Poecilia_formosa-5.1.2	GCF_000485575.1	RefSeq	NCBI Annotation Release 101	Scaffold	57472	748923461	2013-10-28	31997	PRJNA89109	SAMN02981564
Cynoglossus semilaevis	tongue sole	isolate: Cse_v1.0	244447	Cse_v1.0	GCF_000523025.1	RefSeq	NCBI Annotation Release 102	Chromosome	27008	470182763	2014-01-28	25771	PRJNA73987	SAMN02595200
Poecilia reticulata	guppy	sex: female, strain: Guanapo	8081	Guppy_female_1.0+MT	GCF_000633615.1	RefSeq	NCBI Annotation Release 101	Chromosome	41913	731605743	2014-04-28	26512	PRJNA238429	SAMN02404645
Stegastes partitus	bicolor damselfish	isolate: 25-593, sex: male	144197	Stegastes_partitus-1.0.2	GCF_000690725.1	RefSeq	NCBI Annotation Release 100	Scaffold	43010	800491834	2014-05-13	23869	PRJNA89147	SAMN02743342
Cyprinodon variegatus	sheepshead minnow	isolate: N-32, sex: female	28743	C_variegatus-1.0	GCF_000732505.1	RefSeq	NCBI Annotation Release 100	Scaffold	20803	1035167975	2015-10-01	24678	PRJNA89149	SAMN02736898
Notothenia coriiceps	black rockcod	isolate: Sejong01, sex: male	8208	NC01	GCF_000735185.1	RefSeq	NCBI Annotation Release 100	Scaffold	17487	636595335	2014-07-29	27626	PRJNA66471	SAMN02206445
Boleophthalmus pectinirostris	great blue-spotted mudskipper	sex: pooled male and female	150288	BP.fa	GCF_000788275.1	RefSeq	NCBI Annotation Release 100	Scaffold	20438	955735039	2014-12-02	22809	PRJNA232434	SAMN03201692
Larimichthys crocea	large yellow croaker	isolate: SSNF	215358	L_crocea_2.0	GCF_000972845.2	RefSeq	NCBI Annotation Release 102	Chromosome	277487	657923191	2018-11-27	27368	PRJNA245366	SAMN03092871
Austrofundulus limnaeus		sex: male, strain: Quisiro	52670	Austrofundulus_limnaeus-1.0	GCF_001266775.1	RefSeq	NCBI Annotation Release 100	Scaffold	8097	866963281	2015-07-28	26712	PRJNA280995	SAMN03490872
Poecilia latipinna	sailfin molly	isolate: Pla-1442-1.1, sex: female	48699	P_latipinna-1.0	GCF_001443285.1	RefSeq	NCBI Annotation Release 100	Scaffold	33278	815144743	2015-11-13	30976	PRJNA196862	SAMN02048973
Poecilia mexicana	shortfin molly	isolate: Pme_1353_1.1, sex: female	48701	P_mexicana-1.0	GCF_001443325.1	RefSeq	NCBI Annotation Release 100	Scaffold	39840	801711499	2015-11-13	31218	PRJNA196869	SAMN02048972
Xiphophorus couchianus	Monterrey platyfish	sex: female	32473	X_couchianus-1.0	GCF_001444195.1	RefSeq	NCBI Annotation Release 101	Chromosome	15315838	688524871	2018-09-19	28980	PRJNA290781	SAMN03922721
Nothobranchius furzeri	turquoise killifish	sex: female, strain: GRZ	105023	Nfu_20140520	GCF_001465895.1	RefSeq	NCBI Annotation Release 100	Chromosome	19950	1242498532	2015-12-11	25135	PRJEB5837	SAMEA2698544
Lates calcarifer	barramundi perch	isolate: ASB-BC8, sex: male	8187	ASM164080v1	GCF_001640805.1	RefSeq	NCBI Annotation Release 100	Scaffold	1066117	668464831	2016-05-09	30780	PRJNA294489	SAMN04026617
Kryptolebias marmoratus	mangrove rivulus	isolate: JLee-2015, sex: hermaphrodite	37003	ASM164957v2	GCF_001649575.2	RefSeq	NCBI Annotation Release 102	Chromosome	57646	680638340	2020-11-16	25206	PRJNA626665	SAMN04622665
Oreochromis niloticus	Nile tilapia	isolate: F11D_XX, sex: female	8128	O_niloticus_UMD_NMBU	GCF_001858045.2	RefSeq	NCBI Annotation Release 104	Chromosome	2923640	1005664923	2018-06-29	42622	PRJNA344471	SAMN05859795
Hippocampus comes	tiger tail seahorse	isolate: QL1, sex: male	109280	H_comes_QL1_v1	GCF_001891065.1	RefSeq	NCBI Annotation Release 100	Scaffold	39546	493759415	2016-12-08	25926	PRJNA314292	SAMN04531611
Monopterus albus	swamp eel	sex: male	43700	M_albus_1.0	GCF_001952655.1	RefSeq	NCBI Annotation Release 100	Scaffold	22239	684127526	2017-01-17	24055	PRJNA183073	SAMN06219872
Paralichthys olivaceus	Japanese flounder	breed: gynogenesis, sex: female	8255	Flounder_ref_guided_V1.0	GCF_001970005.1	RefSeq	NCBI Annotation Release 100	Scaffold	36690	643894737	2017-01-24	24832	PRJNA344006	SAMN05817825
Acanthochromis polyacanthus	spiny chromis	ecotype: Palm Islands	80966	ASM210954v1	GCF_002109545.1	RefSeq	NCBI Annotation Release 100	Scaffold	16099	991584656	2017-04-25	27833	PRJNA311159	SAMN06347167
Oryzias latipes	Japanese medaka	sex: male, strain: Hd-rR	8090	ASM223467v1	GCF_002234675.1	RefSeq	NCBI Annotation Release 103	Chromosome	2530934	734040372	2017-07-27	26845	PRJNA325079	SAMN06689957
Seriola dumerili	greater amberjack	isolate: Sdu_G_001	41447	Sdu_1.0	GCF_002260705.1	RefSeq	NCBI Annotation Release 100	Scaffold	249755	677669644	2017-08-03	24190	PRJDB5856	SAMD00083043
Xiphophorus maculatus	southern platyfish	sex: male, strain: JP 163 A	8083	X_maculatus-5.0-male	GCF_002775205.1	RefSeq	NCBI Annotation Release 102	Chromosome	9181372	704304519	2017-12-07	27255	PRJNA72525	SAMN08025980
Amphiprion ocellaris	clown anemonefish	isolate: DU_AmpOce	80972	AmpOce1.0	GCF_002776465.1	RefSeq	NCBI Annotation Release 101	Scaffold	324210	880704246	2017-11-16	29017	PRJNA407816	SAMN07982614
Seriola lalandi dorsalis		ecotype: SW California, isolate: HSWRI2012SDOR001	1841481	Sedor1	GCF_002814215.1	RefSeq	NCBI Annotation Release 100	Scaffold	51346	732493304	2017-12-08	29701	PRJNA319656	SAMN04902367
Oryzias melastigma	Indian medaka	sex: pooled male and female, strain: HK-1	30732	ASM292280v2	GCF_002922805.2	RefSeq	NCBI Annotation Release 101	Chromosome	30057	778686656	2020-04-13	28599	PRJNA401159	SAMN07596545
Xiphophorus hellerii	green swordtail	sex: male, strain: 12219	8084	Xiphophorus_hellerii-4.1	GCF_003331165.1	RefSeq	NCBI Annotation Release 100	Chromosome	7084538	732889490	2019-12-05	30235	PRJNA290782	SAMN09545741
Perca flavescens	yellow perch	isolate: YP-PL-M2, sex: male	8167	PFLA_1.0	GCF_004354835.1	RefSeq	NCBI Annotation Release 100	Chromosome	4268950	877439799	2019-03-19	28914	PRJNA514308	SAMN10722690
Anarrhichthys ocellatus	wolf-eel	isolate: YVR2014, sex: female	433405	GSC_Weel_1.0	GCF_004355925.1	RefSeq	NCBI Annotation Release 100	Scaffold	41757	612774492	2019-03-08	24902	PRJNA496475	SAMN10245424
Morone saxatilis	striped sea-bass	isolate: NCDOM2014, sex: pooled male and female	34816	NCSU_SB_2.0	GCF_004916995.1	RefSeq	NCBI Annotation Release 100	Scaffold	17211	598109547	2019-04-26	23020	PRJNA532441	SAMN11399929
Epinephelus lanceolatus	giant grouper	isolate: Andai001, sex: female	310571	ASM528154v1	GCF_005281545.1	RefSeq	NCBI Annotation Release 100	Chromosome	159800	1087399367	2019-05-13	27295	PRJNA516312	SAMN10786578
Archocentrus centrarchus	flier cichlid	isolate: MPI-CPG fArcCen1, sex: male	63155	fArcCen1	GCF_007364275.1	RefSeq	NCBI Annotation Release 100	Chromosome	2146538	932930362	2019-08-01	29275	PRJNA489129	SAMN09948522
Sander lucioperca	pikeperch	isolate: FBNREF2018, sex: male	283035	SLUC_FBN_1.2	GCF_008315115.2	RefSeq	NCBI Annotation Release 101	Chromosome	6663498	901221791	2020-08-14	33533	PRJNA561467	SAMN12618724
Etheostoma spectabile	orangethroat darter	isolate: EspeVRDwgs_2016, sex: male	54343	UIUC_Espe_1.0	GCF_008692095.1	RefSeq	NCBI Annotation Release 100	Chromosome	26023	854790067	2019-10-07	38154	PRJNA556880	SAMN12373147
Notolabrus celidotus	New Zealand spotty	isolate: fNotCel1, sex: male	1203425	fNotCel1.pri	GCF_009762535.1	RefSeq	NCBI Annotation Release 100	Chromosome	3748462	846744125	2019-12-18	28408	PRJNA561956	SAMN12623201
Cyclopterus lumpus	lumpfish	isolate: fCycLum1, sex: male	8103	fCycLum1.pri	GCF_009769545.1	RefSeq	NCBI Annotation Release 100	Chromosome	4950682	572885595	2019-12-23	26630	PRJNA562003	SAMN12629502
Hippoglossus hippoglossus	Atlantic halibut	isolate: fHipHip1, sex: male	8267	fHipHip1.pri	GCF_009819705.1	RefSeq	NCBI Annotation Release 100	Chromosome	7020318	596775069	2019-12-31	27732	PRJNA562001	SAMN12629501
Periophthalmus magnuspinnatus		isolate: fPerMag1, sex: female	409849	fPerMag1.pri	GCF_009829125.1	RefSeq	NCBI Annotation Release 100	Chromosome	2301275	752605361	2020-01-03	24742	PRJNA561998	SAMN12629500
Perca fluviatilis	European perch	sex: male	8168	GENO_Pfluv_1.0	GCF_010015445.1	RefSeq	NCBI Annotation Release 100	Chromosome	4197643	951345774	2020-01-30	32186	PRJNA549142	SAMN12071746
Fundulus heteroclitus	mummichog	isolate: FHET01, sex: male	8078	MU-UCD_Fhet_4.1	GCF_011125445.2	RefSeq	NCBI Annotation Release 102	Chromosome	587965	1203489213	2020-08-13	34686	PRJNA597160	SAMN13668183
Etheostoma cragini	Arkansas darter	isolate: CJK2018	417921	CSU_Ecrag_1.0	GCF_013103735.1	RefSeq	NCBI Annotation Release 100	Chromosome	45088	643078674	2020-05-15	27709	PRJNA611833	SAMN14351042
Hippoglossus stenolepis	Pacific halibut	isolate: PH-IPHC-18, sex: female	195615	IPHC_HiSten_1.0	GCF_013339905.1	RefSeq	NCBI Annotation Release 100	Chromosome	17826919	594127359	2020-06-16	28138	PRJNA622249	SAMN14503176
Scophthalmus maximus	turbot	ecotype: atlantic turbot, isolate: AOZZmale01, sex: male	52904	ASM1334776v1	GCF_013347765.1	RefSeq	NCBI Annotation Release 100	Chromosome	20466349	556679315	2020-06-18	38190	PRJNA631898	SAMN14896287
Micropterus salmoides	largemouth bass	ecotype: aquatic, isolate: LMB-PRFRI, sex: female	27706	ASM1485139v1	GCF_014851395.1	RefSeq	NCBI Annotation Release 100	Scaffold	1227323	963597430	2020-10-05	37622	PRJNA640112	SAMN15299117
Nematolebias whitei	Rio pearlfish	isolate: Nwh7, sex: female	451745	NemWhi1	GCF_014905685.1	RefSeq	NCBI Annotation Release 100	Scaffold	19984	1218316901	2020-10-22	23454	PRJNA560526	SAMN12588121
Sebastes umbrosus	honeycomb rockfish	isolate: fSebUmb1, sex: male	72105	fSebUmb1.pri	GCF_015220745.1	RefSeq	NCBI Annotation Release 100	Chromosome	11445908	800904020	2020-11-03	30334	PRJNA562005	SAMN12629503
Cyprinodon tularosa		sex: male, strain: WSP-4	77115	ASM1607723v1	GCF_016077235.1	RefSeq	NCBI Annotation Release 100	Contig	1362150	1086882241	2020-12-15	28267	PRJNA670474	SAMN16509697
Labrus bergylta	ballan wrasse	sex: female	56723	BallGen_V1	GCF_900080235.1	RefSeq	NCBI Annotation Release 101	Scaffold	703847	805480521	2016-05-03	35339	PRJEB13687	SAMEA3939555
Astatotilapia calliptera	eastern happy		8154	fAstCal1.2	GCF_900246225.1	RefSeq	NCBI Annotation Release 100	Chromosome	4438245	880428986	2018-05-30	31331	PRJEB24325	SAMEA104026430
Anabas testudineus	climbing perch	sex: male	64144	fAnaTes1.2	GCF_900324465.2	RefSeq	NCBI Annotation Release 101	Chromosome	7055436	555641398	2018-12-19	26944	PRJEB25768	SAMEA104026376
Mastacembelus armatus	zig-zag eel		205130	fMasArm1.2	GCF_900324485.2	RefSeq	NCBI Annotation Release 101	Chromosome	8014513	591935101	2019-03-16	25164	PRJEB25769	SAMEA104026378
Cottoperca gobio			56716	fCotGob3.1	GCF_900634415.1	RefSeq	NCBI Annotation Release 100	Chromosome	6330900	609391784	2019-02-06	25595	PRJEB30248	SAMEA104242975
Parambassis ranga	Indian glassy fish		210632	fParRan2.1	GCF_900634625.1	RefSeq	NCBI Annotation Release 100	Chromosome	5080925	551012959	2019-02-06	27955	PRJEB30257	SAMEA4675621
Gouania willdenowi	blunt-snouted clingfish		441366	fGouWil2.1	GCF_900634775.1	RefSeq	NCBI Annotation Release 100	Chromosome	1838341	937150793	2019-02-06	28295	PRJEB30359	SAMEA104026382
Betta splendens	Siamese fighting fish		158456	fBetSpl5.2	GCF_900634795.2	RefSeq	NCBI Annotation Release 100	Chromosome	2497747	441371523	2019-03-20	29111	PRJEB30365	SAMEA104381735
Sparus aurata	gilthead seabream		8175	fSpaAur1.1	GCF_900880675.1	RefSeq	NCBI Annotation Release 100	Chromosome	2862625	833578411	2019-07-30	32008	PRJEB31901	SAMEA104384835
Echeneis naucrates	live sharksucker		173247	fEcheNa1.1	GCF_900963305.1	RefSeq	NCBI Annotation Release 100	Chromosome	12371513	544212633	2019-04-11	27253	PRJEB31992	SAMEA4966390
Takifugu rubripes	torafugu		31033	fTakRub1.2	GCF_901000725.2	RefSeq	NCBI Annotation Release 103	Chromosome	3136617	384110215	2019-06-05	27412	PRJEB31988	SAMEA104384834
Syngnathus acus	greater pipefish		161584	fSynAcu1.2	GCF_901709675.1	RefSeq	NCBI Annotation Release 100	Chromosome	11959915	324331233	2020-07-31	24927	PRJEB32741	SAMEA104381750
Salarias fasciatus	jewelled blenny		181472	fSalaFa1.1	GCF_902148845.1	RefSeq	NCBI Annotation Release 100	Chromosome	2597836	797490645	2019-07-03	29119	PRJEB33184	SAMEA4966329
Sphaeramia orbicularis	orbiculate cardinalfish		375764	fSphaOr1.1	GCF_902148855.1	RefSeq	NCBI Annotation Release 100	Chromosome	2360121	1342662642	2019-07-03	29725	PRJEB33177	SAMEA4966328
Myripristis murdjan	pinecone soldierfish		586833	fMyrMur1.1	GCF_902150065.1	RefSeq	NCBI Annotation Release 100	Chromosome	14475636	835254674	2019-07-03	26968	PRJEB33188	SAMEA4872133
Gadus morhua	Atlantic cod		8049	gadMor3.0	GCF_902167405.1	RefSeq	NCBI Annotation Release 100	Chromosome	1015663	669949713	2019-07-16	33093	PRJEB33455	SAMEA5574046
Thalassophryne amazonica			390379	fThaAma1.1	GCF_902500255.1	RefSeq	NCBI Annotation Release 100	Chromosome	2329598	2446592878	2019-09-30	31773	PRJEB34606	SAMEA104129913
Pungitius pungitius	ninespine stickleback		134920	NSP_V7	GCF_902500615.1	RefSeq	NCBI Annotation Release 100	Scaffold	2775277	466582808	2020-10-12	36370	PRJEB33823	SAMEA5986199
Pseudochaenichthys georgianus	South Georgia icefish		52239	fPseGeo1.1	GCF_902827115.1	RefSeq	NCBI Annotation Release 100	Chromosome	661283	1026101545	2020-04-15	29469	PRJEB37648	SAMEA104132832
Trematomus bernacchii	emerald rockcod		40690	fTreBer1.1	GCF_902827165.1	RefSeq	NCBI Annotation Release 100	Scaffold	1402669	867125071	2020-04-15	32112	PRJEB37642	SAMEA104132834
Gymnodraco acuticeps			8218	fGymAcu1.1	GCF_902827175.1	RefSeq	NCBI Annotation Release 100	Scaffold	534678	996888495	2020-04-15	30850	PRJEB37639	SAMEA104242997
Acanthopagrus latus	yellowfin seabream	isolate: v.2019	8177	fAcaLat1.1	GCF_904848185.1	RefSeq	NCBI Annotation Release 100	Chromosome	14880455	685127588	2020-10-12	30246	PRJEB40700	SAMN16236878
