transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_031581406.1	gene-chga	1242	12181	yes	801	273	11	157
rna-XM_031582103.1	gene-LOC105896992	558	5489	yes	362	112	7	77
rna-XM_031582104.1	gene-LOC105896992	558	4380	no	362	112	7	77
rna-XM_012823953.2	gene-sel1l	2352	14458	no	1521	430	22	379
rna-XM_012823952.2	gene-sel1l	2355	14458	yes	1523	430	22	380
rna-XM_031581176.1	gene-ahsa1	972	5674	no	632	170	12	158
rna-XM_012823973.2	gene-ahsa1	1029	5674	yes	674	181	12	162
rna-XM_012823950.2	gene-LOC105897084	825	10591	yes	526	133	8	158
rna-XM_031581801.1	gene-cdca4	972	4885	no	635	173	9	155
rna-XM_031581800.1	gene-cdca4	972	4885	yes	635	173	9	155
rna-XM_012823949.2	gene-cdca4	930	4883	no	608	165	9	148
rna-XM_012823948.2	gene-cdca4	930	4883	no	608	165	9	148
rna-XM_012823947.2	gene-cdca4	930	4883	no	608	165	9	148
rna-XM_031581802.1	gene-cdca4	930	4883	no	608	165	9	148
rna-XM_012823832.2	gene-LOC105896993	1371	4902	yes	882	240	30	219
rna-XM_012823915.2	gene-cpsf3	2091	6996	yes	1370	381	49	291
rna-XM_012823913.2	gene-LOC105897061	2523	12198	yes	1620	481	33	389
rna-XM_031581058.1	gene-LOC105897063	798	11142	yes	509	174	12	103
rna-XM_012823872.2	gene-taf1b	1725	8789	yes	1103	347	18	257
rna-XM_031581808.1	gene-LOC105896994	1788	12777	yes	1166	321	22	279
rna-XM_012823982.2	gene-LOC105897103	1527	3827	yes	993	235	9	290
rna-XM_012823873.2	gene-LOC105897030	1158	3585	yes	759	220	24	155
rna-XM_031581310.1	gene-LOC105897036	336	3212	yes	218	63	8	47
rna-XM_031581308.1	gene-LOC105897033	1116	3472	yes	728	214	21	153
rna-XM_031581309.1	gene-lgals8	939	5910	yes	606	174	26	133
rna-XM_012823836.2	gene-LOC105896997	1509	17419	yes	975	248	21	265
rna-XM_012823877.2	gene-tmem242	441	4309	yes	295	69	1	76
rna-XM_031581466.1	gene-LOC105896998	6831	69818	no	4491	1085	38	1217
rna-XM_031581467.1	gene-LOC105896998	6834	69818	yes	4493	1086	38	1217
rna-XM_031581464.1	gene-LOC105896999	525	2599	yes	337	100	9	79
rna-XM_031581671.1	gene-LOC116223770	1419	1628	yes	882	398	27	112
rna-XM_012823840.2	gene-LOC105897000	894	7416	yes	579	138	10	167
rna-XM_031582057.1	gene-LOC105897000	894	2672	no	579	138	10	167
rna-XM_031582058.1	gene-LOC105897000	894	2571	no	579	138	10	167
rna-XM_031581456.1	gene-LOC105897001	5004	44078	no	3186	956	35	827
rna-XM_031581455.1	gene-LOC105897001	5043	44078	no	3211	964	35	833
rna-XM_031581453.1	gene-LOC105897001	5082	44078	yes	3236	973	35	838
rna-XM_031581454.1	gene-LOC105897001	5082	43859	no	3236	973	35	838
rna-XM_031582083.1	gene-cnksr3	2754	27666	yes	1760	483	32	479
rna-XM_031582084.1	gene-LOC105897058	1758	17295	yes	1147	312	32	267
rna-XM_031582187.1	gene-foxa2	1203	4950	no	809	197	11	186
rna-XM_012823882.2	gene-foxa2	1233	2156	yes	828	202	12	191
rna-XM_031582188.1	gene-foxa2	1143	1722	no	765	188	12	178
rna-XM_012823842.2	gene-LOC105897002	1056	3595	yes	686	173	20	177
rna-XM_012823843.2	gene-LOC105897003	795	1593	yes	509	151	6	129
rna-XM_031581089.1	gene-nkx2-4	1038	2116	yes	690	171	9	168
rna-XM_012823939.2	gene-xrn2	2910	31823	no	1872	604	35	399
rna-XM_012823938.2	gene-xrn2	2955	31822	yes	1903	613	35	404
rna-XM_031582193.1	gene-LOC116223901	504	4591	no	320	81	7	96
rna-XM_031582194.1	gene-LOC116223901	477	4580	no	305	73	7	92
rna-XM_031582192.1	gene-LOC116223901	528	3456	no	336	84	7	101
rna-XM_031582191.1	gene-LOC116223901	636	2247	yes	397	111	8	120
rna-XM_012823888.2	gene-insm1	1413	2695	yes	911	262	11	229
rna-XM_031581482.1	gene-cfap61	3540	26317	yes	2273	658	62	547
rna-XM_012823936.2	gene-crnkl1	2439	5061	yes	1566	574	39	260
rna-XM_012823935.2	gene-naa20	537	1932	yes	348	100	7	82
rna-XM_031582086.1	gene-cd109	3573	16324	yes	2317	603	58	595
rna-XM_031581585.1	gene-LOC105897006	10662	70677	no	6932	1638	134	1958
rna-XM_031581584.1	gene-LOC105897006	10674	70677	no	6938	1642	135	1959
rna-XM_031581587.1	gene-LOC105897006	10143	70677	no	6593	1565	130	1855
rna-XM_031581582.1	gene-LOC105897006	10683	70677	yes	6945	1642	135	1961
rna-XM_031581583.1	gene-LOC105897006	10683	69303	no	6945	1642	135	1961
rna-XM_031581586.1	gene-LOC105897006	10575	68676	no	6875	1624	133	1943
rna-XM_012823898.2	gene-LOC105897050	249	3289	yes	165	41	5	38
rna-XM_031581590.1	gene-LOC116223741	1113	4757	yes	738	189	25	161
rna-XM_012823895.2	gene-filip1	3558	26241	no	2264	740	46	508
rna-XM_012823894.2	gene-filip1	3606	26241	no	2298	752	45	511
rna-XM_031581588.1	gene-filip1	3663	24273	no	2332	753	46	532
rna-XM_012823893.2	gene-filip1	3663	24273	yes	2332	753	46	532
rna-XM_031581589.1	gene-filip1	3591	22382	no	2286	750	45	510
rna-XM_031581134.1	gene-senp6	3489	28384	yes	2257	623	42	567
rna-XM_031581137.1	gene-senp6	3462	28384	no	2239	622	42	559
rna-XM_031581136.1	gene-senp6	3468	28384	no	2244	615	42	567
rna-XM_031581135.1	gene-senp6	3489	28384	no	2257	623	42	567
rna-XM_031581138.1	gene-senp6	2544	18385	no	1646	448	33	417
rna-XM_031581140.1	gene-LOC105897049	3870	78257	yes	2498	767	59	546
rna-XM_031581133.1	gene-LOC105897008	4200	20015	no	2749	766	48	637
rna-XM_031581132.1	gene-LOC105897008	4248	20015	yes	2781	775	48	644
rna-XM_031581920.1	gene-LOC105897009	1152	4738	yes	743	195	35	179
rna-XM_012823852.2	gene-mei4	1245	39599	yes	796	229	7	213
rna-XM_031582075.1	gene-mei4	933	38000	no	594	168	5	166
rna-XM_031582074.1	gene-mei4	957	37486	no	609	176	5	167
rna-XM_031581057.1	gene-nt5e	1737	10778	yes	1127	293	31	286
rna-XM_012823943.2	gene-nt5e	1698	10778	no	1101	292	30	275
rna-XM_012823942.2	gene-nt5e	1737	9245	no	1127	293	31	286
rna-XM_031581056.1	gene-LOC105897080	2799	25037	no	1808	565	44	382
rna-XM_012823940.2	gene-LOC105897080	2826	25037	yes	1824	576	44	382
rna-XM_031581598.1	gene-LOC116223750	1299	1429	yes	826	151	4	318
rna-XM_031581095.1	gene-LOC105897097	1218	47317	no	794	228	17	179
rna-XM_012823975.2	gene-LOC105897097	1470	47317	yes	956	277	22	215
rna-XM_031581160.1	gene-LOC105897093	2412	20608	yes	1560	371	29	452
rna-XM_012823858.2	gene-LOC105897016	1872	8060	yes	1205	355	21	291
rna-XM_012823976.2	gene-scara5	1500	48113	yes	950	293	16	241
rna-XM_031581595.1	gene-LOC116223747	282	13730	yes	178	60	4	40
rna-XM_031581851.1	gene-LOC105897019	2250	235472	yes	1441	443	42	324
rna-XM_031582087.1	gene-LOC105897022	1479	16385	yes	960	269	13	237
rna-XM_031581550.1	gene-afdn	5412	112494	yes	3499	1003	57	853
rna-XM_031581211.1	gene-LOC116223675	1401	5202	yes	916	240	36	209
rna-XM_031581210.1	gene-LOC105897023	1431	12743	yes	931	252	34	214
rna-XM_031582090.1	gene-LOC105897024	900	2765	yes	577	148	18	157
rna-XM_012823868.2	gene-ttll2	1815	9080	yes	1164	367	32	252
rna-XM_031581209.1	gene-LOC116223674	2727	6014	yes	1748	503	24	452
rna-XM_031582091.1	gene-LOC105897027	2814	9260	yes	1832	470	60	452
rna-XM_031582092.1	gene-LOC116223858	2178	4407	yes	1364	447	25	342
rna-XM_031582093.1	gene-LOC105897028	2808	5354	yes	1827	478	62	441
rna-XM_031582094.1	gene-LOC116223859	2904	5704	yes	1886	494	67	457
rna-XM_031582097.1	gene-LOC116223860	2706	6507	yes	1764	460	61	421
rna-XM_031581203.1	gene-LOC105894843	894	2105	yes	571	187	11	125
rna-XM_012821381.2	gene-hlx	1116	2789	yes	734	197	12	173
rna-XM_012821382.2	gene-hlx	936	2788	no	617	166	11	142
rna-XM_012821389.2	gene-ost4	114	923	yes	74	20	1	19
rna-XM_031581185.1	gene-agbl5	2763	15391	yes	1774	482	27	480
rna-XM_012821405.2	gene-agbl5	2553	10659	no	1641	441	21	450
rna-XM_031581186.1	gene-LOC105894813	2304	6996	yes	1490	461	24	329
rna-XM_031581188.1	gene-LOC105894813	2304	6996	no	1490	461	24	329
rna-XM_031581187.1	gene-LOC105894813	2304	6778	no	1490	461	24	329
rna-XM_012821361.2	gene-LOC105894814	1038	2464	yes	658	207	20	153
rna-XM_012821363.2	gene-LOC105894815	1047	1757	yes	660	213	17	157
rna-XM_031582098.1	gene-igf2r	6984	23470	yes	4531	1258	102	1093
rna-XM_031582099.1	gene-rfx6	2601	5580	yes	1697	448	36	420
rna-XM_012821385.2	gene-vgll2	906	3541	yes	597	160	5	144
rna-XM_012821386.2	gene-vgll2	888	3541	no	585	157	5	141
rna-XM_031581190.1	gene-dcbld1	2268	29179	no	1454	397	33	384
rna-XM_031581189.1	gene-dcbld1	2271	29176	yes	1456	397	33	385
rna-XM_031581200.1	gene-gopc	1323	10278	no	847	245	19	212
rna-XM_031581199.1	gene-gopc	1347	10278	yes	864	246	19	218
rna-XM_012821378.2	gene-rpf2	969	7388	yes	614	206	13	136
rna-XM_031581196.1	gene-slc16a10	1497	30031	yes	974	231	35	257
rna-XM_012821394.2	gene-mfsd4b	1875	4201	yes	1213	310	33	319
rna-XM_031582100.1	gene-rev3l	9276	42465	yes	5954	1804	121	1397
rna-XM_012821368.2	gene-traf3ip2	1257	5881	yes	817	214	28	198
rna-XM_012821369.2	gene-LOC105894821	1068	1362	yes	690	160	24	194
rna-XM_031581195.1	gene-fyn	1608	38559	no	1040	286	23	259
rna-XM_031581192.1	gene-fyn	1617	38559	yes	1048	279	24	266
rna-XM_031581193.1	gene-fyn	1617	30191	no	1048	279	24	266
rna-XM_031581201.1	gene-LOC105894859	1146	8086	yes	751	210	18	167
rna-XM_012821415.2	gene-marcks	1065	3517	yes	700	170	4	191
rna-XM_012821408.2	gene-lama4	5631	24385	yes	3592	1075	83	881
rna-XM_031581197.1	gene-tube1	1428	9968	yes	914	256	24	234
rna-XM_031581198.1	gene-tube1	1287	9547	no	824	224	23	216
rna-XM_031582101.1	gene-ccn6	1011	6874	yes	658	183	10	160
rna-XM_031581204.1	gene-LOC116223671	414	3094	yes	274	85	6	49
rna-XM_012821390.2	gene-hs3st5	1041	50279	yes	658	201	25	157
rna-XM_012821372.2	gene-frk	1551	15651	yes	1014	290	23	224
rna-XM_012821418.2	gene-nt5dc1	1383	51567	yes	898	281	12	192
rna-XM_031581191.1	gene-col10a1	1986	5749	yes	1313	219	18	436
rna-XM_012821412.2	gene-dse	2868	16182	yes	1858	547	38	425
rna-XM_012821411.2	gene-ndufaf4	534	2610	yes	344	102	9	79
rna-XM_012821410.2	gene-gpr63	1242	5466	yes	805	206	33	198
rna-XM_012821422.2	gene-ufl1	2385	7033	yes	1511	472	46	356
rna-XM_031581690.1	gene-fut9	1107	3151	yes	727	213	25	142
rna-XM_031581693.1	gene-fut9	1086	3149	no	711	210	25	140
rna-XM_012821387.2	gene-fut9	1086	3149	no	711	210	25	140
rna-XM_031581691.1	gene-fut9	1086	3149	no	711	210	25	140
rna-XM_031581692.1	gene-fut9	1086	3149	no	711	210	25	140
rna-XM_031581120.1	gene-epha7	3081	54783	yes	2010	543	65	463
rna-XM_031581121.1	gene-epha7	3069	54783	no	2002	541	65	461
rna-XM_031581124.1	gene-epha7	3015	54782	no	1966	530	63	456
rna-XM_031581122.1	gene-epha7	3045	54782	no	1988	540	64	453
rna-XM_031581123.1	gene-epha7	3033	54782	no	1980	538	64	451
rna-XM_031581125.1	gene-epha7	2979	54781	no	1944	527	62	446
rna-XM_031581489.1	gene-map3k7	1758	16106	yes	1143	319	28	268
rna-XM_031581490.1	gene-map3k7	1752	16106	no	1140	317	28	267
rna-XM_031581491.1	gene-map3k7	1671	16106	no	1087	308	26	250
rna-XM_031581572.1	gene-bach2	2595	66428	yes	1664	463	19	449
rna-XM_031581571.1	gene-gja10	1401	2989	yes	891	264	25	221
rna-XM_031581570.1	gene-casp8ap2	6456	11483	yes	4178	1236	64	978
rna-XM_031581853.1	gene-mdn1	16623	44781	yes	10530	3291	185	2617
rna-XM_012821388.2	gene-lyrm2	267	1097	yes	172	56	3	36
rna-XM_031581855.1	gene-ankrd6	2364	11487	no	1496	453	17	398
rna-XM_031581854.1	gene-ankrd6	2367	11486	yes	1498	454	17	398
rna-XM_012821417.2	gene-LOC105894864	1419	10131	no	919	261	23	216
rna-XM_031581443.1	gene-LOC105894864	1422	10131	yes	921	262	23	216
rna-XM_031581444.1	gene-ube2j1	948	14870	yes	618	153	13	164
rna-XM_031581841.1	gene-LOC105907645	1239	7517	yes	804	231	23	181
rna-XM_012836015.2	gene-pnrc1	870	2932	yes	562	167	10	131
rna-XM_012836014.2	gene-rngtt	1803	72045	yes	1170	355	33	245
rna-XM_031581957.1	gene-cnr1	1413	4812	yes	915	230	33	235
rna-XM_012836013.2	gene-pigh	543	2656	yes	351	98	19	75
rna-XM_012836012.2	gene-vps18	2937	4992	yes	1907	607	55	368
rna-XM_012836011.2	gene-ino80	4602	34357	yes	2954	918	68	662
rna-XM_012836008.2	gene-chac1	627	1627	yes	408	111	13	95
rna-XM_012836019.2	gene-abracl	240	6807	yes	152	49	4	35
rna-XM_012836016.2	gene-heca	1572	32005	yes	1013	318	16	225
rna-XM_031581126.1	gene-heca	1419	28513	no	912	287	15	205
rna-XM_031581127.1	gene-heca	1299	31480	no	834	269	15	181
rna-XM_031581779.1	gene-LOC116223793	444	1918	yes	300	74	7	63
rna-XM_031581789.1	gene-LOC116223794	444	1902	yes	300	74	7	63
rna-XM_031581825.1	gene-LOC116223802	444	1931	yes	299	75	7	63
rna-XM_031581866.1	gene-txlnb	2328	12541	yes	1503	482	32	311
rna-XM_012819125.2	gene-vta1	894	21512	no	584	164	11	135
rna-XM_012819124.2	gene-vta1	897	21511	yes	586	164	11	136
rna-XM_031581634.1	gene-adgrg6	3624	68183	yes	2349	672	74	529
rna-XM_031581824.1	gene-hivep2	6798	53485	yes	4368	1328	86	1016
rna-XM_031581823.1	gene-hivep2	6798	40663	no	4368	1328	86	1016
rna-XM_031581935.1	gene-enah	1677	73819	no	1070	298	16	293
rna-XM_031581937.1	gene-enah	1638	73818	no	1044	290	15	289
rna-XM_031581938.1	gene-enah	1638	73818	no	1044	290	15	289
rna-XM_012819121.2	gene-enah	1686	54799	no	1076	298	16	296
rna-XM_031581933.1	gene-enah	2466	47139	yes	1586	369	24	487
rna-XM_031581934.1	gene-enah	1761	47127	no	1124	313	18	306
rna-XM_031581936.1	gene-enah	1653	47123	no	1053	304	18	278
rna-XM_031581437.1	gene-lbr	1785	29683	yes	1154	308	25	298
rna-XM_031581766.1	gene-cnih3	483	37797	yes	315	95	11	62
rna-XM_012827341.2	gene-cd2ap	1806	40048	yes	1172	339	15	280
rna-XM_012827332.2	gene-ptchd4	2742	23281	yes	1757	529	70	386
rna-XM_031581205.1	gene-LOC105900077	1848	35800	no	1193	286	29	340
rna-XM_012827326.2	gene-LOC105900077	1848	35800	yes	1193	286	29	340
rna-XM_012827336.2	gene-LOC105900084	513	2226	yes	333	85	3	92
rna-XM_012827334.2	gene-ephx1	1353	17934	yes	880	254	24	195
rna-XM_012827333.2	gene-ephx1	1353	17647	no	880	254	24	195
rna-XM_012827337.2	gene-srp9	261	3289	yes	170	56	1	34
rna-XM_031581840.1	gene-rpl7l1	744	7236	yes	469	153	17	105
rna-XM_031581076.1	gene-ncoa1	4101	88030	yes	2643	688	34	736
rna-XM_031581081.1	gene-ncoa1	4098	88030	no	2641	687	34	736
rna-XM_031581080.1	gene-ncoa1	4098	88030	no	2642	686	34	736
rna-XM_031581077.1	gene-ncoa1	4101	88030	no	2643	688	34	736
rna-XM_031581078.1	gene-ncoa1	4101	88030	no	2643	688	34	736
rna-XM_031581079.1	gene-ncoa1	4101	88030	no	2643	688	34	736
rna-XM_012827339.2	gene-mettl14	1359	16105	yes	857	273	29	200
rna-XM_012827322.2	gene-aig1	696	21225	yes	448	130	18	100
rna-XM_012827327.2	gene-adat2	585	7809	yes	382	109	8	86
rna-XM_012827328.2	gene-adat2	585	7808	no	382	109	8	86
rna-XM_012827342.2	gene-pex3	1098	13917	yes	698	229	21	150
rna-XM_012827346.2	gene-atf3	546	6755	yes	342	127	8	69
rna-XM_012827345.2	gene-LOC105900091	705	8914	no	449	154	11	91
rna-XM_012827344.2	gene-LOC105900091	714	8907	yes	454	157	11	92
rna-XM_031581699.1	gene-LOC105900073	1524	20399	yes	979	258	42	245
rna-XM_031581628.1	gene-angel2	1584	21658	yes	1003	337	24	220
rna-XM_031581629.1	gene-angel2	1581	21657	no	1002	335	24	220
rna-XM_012827329.2	gene-angel2	1569	21657	no	993	335	24	217
rna-XM_031581630.1	gene-angel2	1122	21211	no	710	227	22	163
rna-XM_031582114.1	gene-LOC105900071	993	4957	yes	645	173	10	165
rna-XM_031582072.1	gene-LOC116223855	867	13205	yes	559	144	27	137
rna-XM_031582115.1	gene-LOC116223865	867	8073	yes	559	152	11	145
rna-XM_031582117.1	gene-LOC105900070	1038	1037	yes	682	201	17	138
rna-XM_012827319.2	gene-LOC105900069	1365	2027	yes	878	206	18	263
rna-XM_031582228.1	gene-LOC116223917	1005	1008	yes	648	180	35	142
rna-XM_031582033.1	gene-moxd1	1857	15294	yes	1182	365	27	283
rna-XM_012826658.2	gene-ccn2	1035	3434	yes	671	193	9	162
rna-XM_012826656.2	gene-map3k5	4083	54393	no	2619	760	77	627
rna-XM_012826655.2	gene-map3k5	4101	54393	yes	2630	761	77	633
rna-XM_031581638.1	gene-lrp11	1707	8673	yes	1103	320	18	266
rna-XM_012826653.2	gene-pcmt1	807	7238	yes	525	125	15	142
rna-XM_012826654.2	gene-pcmt1	804	7238	no	524	124	15	141
rna-XM_012826661.2	gene-nup43	1119	4144	yes	733	193	20	173
rna-XM_012826640.2	gene-lats1	3417	8035	yes	2249	565	41	562
rna-XM_012826642.2	gene-LOC105899448	618	5971	yes	407	104	2	105
rna-XM_012826641.2	gene-LOC105899447	972	2893	yes	619	171	18	164
rna-XM_031581475.1	gene-LOC105899418	2391	28821	yes	1543	437	18	393
rna-XM_031581478.1	gene-LOC105899418	2136	28163	no	1383	382	17	354
rna-XM_031581477.1	gene-LOC105899418	2136	25389	no	1383	382	17	354
rna-XM_031581476.1	gene-LOC105899418	2136	25389	no	1383	382	17	354
rna-XM_012826601.2	gene-LOC105899417	1092	6121	yes	702	212	22	156
rna-XM_031581795.1	gene-LOC105899416	1647	16794	yes	1061	309	13	264
rna-XM_031581797.1	gene-LOC105899416	1500	16794	no	968	279	10	243
rna-XM_031581796.1	gene-LOC105899416	1599	16794	no	1031	301	13	254
rna-XM_031581799.1	gene-LOC105899416	1452	16794	no	938	271	10	233
rna-XM_012826598.2	gene-LOC105899415	1554	7473	yes	1019	270	31	234
rna-XM_012826597.2	gene-LOC105899414	912	3206	yes	579	187	6	140
rna-XM_012826616.2	gene-LOC105899431	2439	100056	yes	1553	382	31	473
rna-XM_012826612.2	gene-dynlt1	342	2006	yes	230	60	8	44
rna-XM_012826606.2	gene-tmem181	1587	8954	yes	1017	330	26	214
rna-XM_012826605.2	gene-tmem181	1458	8501	no	933	295	25	205
rna-XM_031581086.1	gene-tulp4	4923	30645	yes	3183	789	68	883
rna-XM_012826615.2	gene-mrps10	609	2419	yes	394	112	14	89
rna-XM_031581820.1	gene-LOC105899413	660	8792	no	428	101	8	123
rna-XM_031581814.1	gene-LOC105899413	960	8792	yes	618	167	8	167
rna-XM_031581818.1	gene-LOC105899413	825	8792	no	530	140	1	154
rna-XM_031581817.1	gene-LOC105899413	825	8786	no	530	140	1	154
rna-XM_031581816.1	gene-LOC105899413	855	7402	no	550	147	1	157
rna-XM_031581815.1	gene-LOC105899413	867	4347	no	558	146	8	155
rna-XM_031581819.1	gene-LOC105899413	720	4345	no	464	113	8	135
rna-XM_031582118.1	gene-msgn1	462	461	yes	296	92	4	70
rna-XM_031581575.1	gene-LOC105899411	2895	7682	yes	1865	521	27	482
rna-XM_012826580.2	gene-dusp10	1509	15068	yes	974	238	27	270
rna-XM_012826579.2	gene-dusp10	1509	14951	no	974	238	27	270
rna-XM_031582259.1	gene-taf1a	1293	10020	yes	827	272	18	176
rna-XM_012826614.2	gene-taf1a	1293	9954	no	827	272	18	176
rna-XM_031582255.1	gene-mia3	5346	14831	yes	3463	1019	67	797
rna-XM_031582258.1	gene-mia3	5274	14831	no	3415	1011	67	781
rna-XM_031582256.1	gene-mia3	5322	14831	no	3447	1017	66	792
rna-XM_031582257.1	gene-mia3	5289	14831	no	3426	1008	66	789
rna-XM_031582260.1	gene-aida	906	6322	no	584	186	18	118
rna-XM_012826638.2	gene-aida	915	6320	yes	589	189	18	119
rna-XM_031581786.1	gene-brox	1236	8321	yes	793	247	19	177
rna-XM_031581785.1	gene-brox	1236	8229	no	793	247	19	177
rna-XM_031581787.1	gene-fam177b	522	2602	yes	338	108	3	73
rna-XM_031582266.1	gene-LOC105899423	492	1962	no	315	112	7	58
rna-XM_012826607.2	gene-LOC105899423	621	1509	yes	395	145	8	73
rna-XM_031582261.1	gene-disp1	4755	63296	no	3118	792	68	777
rna-XM_031582264.1	gene-disp1	4755	63296	no	3118	792	68	777
rna-XM_012826660.2	gene-disp1	4755	63296	yes	3118	792	68	777
rna-XM_031582263.1	gene-disp1	4755	63296	no	3118	792	68	777
rna-XM_031582262.1	gene-disp1	4755	59428	no	3118	792	68	777
rna-XM_031582265.1	gene-disp1	4755	22918	no	3118	792	68	777
rna-XM_012826592.2	gene-LOC105899408	2652	3890	yes	1673	548	49	382
rna-XM_012826608.2	gene-LOC105899424	1959	2974	yes	1233	391	38	297
rna-XM_012826609.2	gene-LOC105899425	1653	2909	yes	1078	334	27	214
rna-XM_012826611.2	gene-LOC105899426	1266	3188	yes	826	247	23	170
rna-XM_012826643.2	gene-rnf8	1695	4642	yes	1090	338	23	244
rna-XM_012826644.2	gene-rnf8	1524	4286	no	972	305	20	227
rna-XM_012826591.2	gene-tcte1	1344	3355	yes	850	269	20	205
rna-XM_012826590.2	gene-tmem151b	1611	12686	yes	1052	263	14	282
rna-XM_012826649.2	gene-nfkbie	1068	10266	yes	676	205	20	167
rna-XM_012826648.2	gene-slc35b2	1305	6640	yes	859	190	20	236
rna-XM_031581303.1	gene-LOC105899462	1347	8394	yes	875	231	24	217
rna-XM_031581302.1	gene-LOC105899405	3528	21227	no	2249	628	53	598
rna-XM_031581300.1	gene-LOC105899405	3612	20882	yes	2308	637	53	614
rna-XM_031581301.1	gene-LOC105899405	3609	20881	no	2304	637	54	614
rna-XM_012826587.2	gene-LOC105899403	543	2998	yes	345	89	3	106
rna-XM_031581803.1	gene-LOC116223798	303	1292	yes	202	42	7	52
rna-XM_012826651.2	gene-rmdn3	1533	6518	yes	994	278	14	247
rna-XM_012826652.2	gene-rad51	1017	4358	yes	648	187	20	162
rna-XM_031581544.1	gene-rad51	1017	4255	no	648	187	20	162
rna-XM_031581791.1	gene-LOC105899402	2049	7462	no	1325	412	42	270
rna-XM_031581790.1	gene-LOC105899402	2070	7384	yes	1339	413	42	276
rna-XM_012826624.2	gene-LOC105899436	1992	5776	yes	1310	335	37	310
rna-XM_012826625.2	gene-LOC105899437	1134	3804	yes	749	173	30	182
rna-XM_031581929.1	gene-LOC105899437	1134	3792	no	749	173	30	182
rna-XM_031581928.1	gene-LOC105899435	2220	5662	yes	1405	392	37	386
rna-XM_012826623.2	gene-LOC105899435	2217	5360	no	1403	391	37	386
rna-XM_012826626.2	gene-scg5	651	3997	no	420	121	8	102
rna-XM_031581930.1	gene-scg5	654	3994	yes	422	121	8	103
rna-XM_031581931.1	gene-LOC105899439	567	1630	yes	369	107	8	83
rna-XM_031581927.1	gene-LOC105899401	4182	34331	no	2664	793	44	681
rna-XM_031581926.1	gene-LOC105899401	4185	34330	yes	2666	794	44	681
rna-XM_031581525.1	gene-LOC105899434	14535	94061	yes	9399	2702	233	2201
rna-XM_031581526.1	gene-LOC105899434	14517	94061	no	9388	2698	233	2198
rna-XM_031581527.1	gene-LOC105899434	14514	94061	no	9384	2699	233	2198
rna-XM_031581528.1	gene-LOC105899434	14496	94061	no	9373	2695	233	2195
rna-XM_012826584.2	gene-aven	1020	25647	yes	658	178	3	181
rna-XM_012826583.2	gene-LOC105899398	1593	10472	yes	1037	280	33	243
rna-XM_012826647.2	gene-LOC105899453	717	2760	yes	471	118	10	118
rna-XM_012826646.2	gene-katnbl1	918	4243	yes	593	179	12	134
rna-XM_031581529.1	gene-katnbl1	918	3888	no	593	179	12	134
rna-XM_031581632.1	gene-thbs1	3516	12983	no	2301	683	48	484
rna-XM_012826613.2	gene-thbs1	3645	12700	yes	2386	708	50	501
rna-XM_012826582.2	gene-gpr176	1755	9152	yes	1124	268	23	340
rna-XM_012826581.2	gene-LOC105899396	1323	5677	yes	847	241	19	216
rna-XM_031581593.1	gene-LOC116223743	1320	7600	yes	840	253	18	209
rna-XM_031581594.1	gene-LOC116223745	1320	4771	yes	841	251	18	210
rna-XM_031582140.1	gene-LOC105899441	1314	2793	yes	837	254	16	207
rna-XM_031582142.1	gene-LOC116223877	1293	2458	yes	824	247	16	206
rna-XM_031582227.1	gene-LOC105899443	1263	3571	yes	816	232	20	195
rna-XM_012826629.2	gene-LOC105899440	1530	31463	yes	986	232	17	295
rna-XM_012826632.2	gene-LOC105899440	1245	25624	no	798	206	14	227
rna-XM_012826634.2	gene-LOC105899442	891	5396	yes	566	135	9	181
rna-XM_012826635.2	gene-LOC105899442	891	5368	no	566	135	9	181
rna-XM_031581537.1	gene-LOC105889775	900	14333	yes	580	126	26	168
rna-XM_012815745.2	gene-max	516	6651	yes	329	110	6	71
rna-XM_012815747.2	gene-max	474	6651	no	304	99	6	65
rna-XM_012815746.2	gene-max	489	6651	no	311	104	5	69
