transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_011473326.3	gene-LOC101154931	738	1431	yes	486	121	15	116
rna-XM_020701855.2	gene-LOC110014808	3309	7220	yes	2108	695	25	481
rna-XM_020701854.2	gene-LOC110014808	3309	6657	no	2108	695	25	481
rna-XM_020701857.2	gene-LOC110014808	3147	6647	no	2001	664	24	458
rna-XM_020701856.2	gene-LOC110014808	3147	4725	no	2001	664	24	458
rna-XM_023964102.1	gene-LOC105353747	4407	11419	yes	2812	842	40	713
rna-XM_011473320.3	gene-LOC105353746	8649	27339	yes	5578	1939	91	1041
rna-XM_004086665.4	gene-LOC101160968	1839	19127	yes	1180	422	11	226
rna-XM_023964626.1	gene-LOC101160719	1359	4199	yes	878	236	31	214
rna-XM_023964470.1	gene-LOC101175382	1224	8853	yes	798	224	23	179
rna-XM_023964471.1	gene-LOC101175382	1224	8853	no	798	224	23	179
rna-XM_023964472.1	gene-LOC101175382	1146	3452	no	750	202	23	171
rna-XM_020701865.2	gene-LOC101175382	1224	3452	no	798	224	23	179
rna-XM_004086644.2	gene-derl1	762	3492	yes	494	128	18	122
rna-XM_020701844.2	gene-zhx2	2664	30494	yes	1722	441	26	475
rna-XM_011473319.3	gene-zhx2	2664	30181	no	1722	441	26	475
rna-XM_020701845.2	gene-zhx2	2664	30065	no	1722	441	26	475
rna-XM_004086643.4	gene-has2	1659	21165	yes	1085	304	39	231
rna-XM_011473345.3	gene-znf407	4350	180570	yes	2828	860	46	616
rna-XM_023964103.1	gene-LOC110015910	990	1306	yes	644	138	11	197
rna-XM_023964708.1	gene-zadh2	1212	3661	yes	779	189	16	228
rna-XM_023964707.1	gene-tshz1	3567	33243	yes	2316	655	32	564
rna-XM_023964706.1	gene-tshz1	3567	32317	no	2316	655	32	564
rna-XM_011473315.3	gene-znf516	3426	60284	yes	2206	642	21	557
rna-XM_023963938.1	gene-znf516	3426	58725	no	2206	642	21	557
rna-XM_023963937.1	gene-znf516	3426	58725	no	2206	642	21	557
rna-XM_023963939.1	gene-znf516	3327	55791	no	2142	615	22	548
rna-XM_023963940.1	gene-znf516	3279	52047	no	2116	607	23	533
rna-XM_011473312.3	gene-znf236	5571	97651	yes	3603	1058	64	846
rna-XM_023964330.1	gene-mbp	468	118321	no	303	81	2	82
rna-XM_023964329.1	gene-mbp	468	118321	no	303	81	2	82
rna-XM_023964328.1	gene-mbp	468	118321	no	303	81	2	82
rna-XM_023964327.1	gene-mbp	468	118321	no	303	81	2	82
rna-XM_023964326.1	gene-mbp	468	118321	yes	303	81	2	82
rna-XM_004086640.1	gene-LOC101173447	390	22384	yes	253	59	3	75
rna-XM_004086639.1	gene-LOC101173447	360	22384	no	234	54	3	69
rna-XM_011473307.1	gene-LOC101173447	321	22258	no	210	48	2	61
rna-XM_004086641.1	gene-LOC101173447	351	22255	no	229	53	2	67
rna-XM_011473304.2	gene-LOC101173447	360	22161	no	235	54	2	69
rna-XM_011473305.2	gene-LOC101173447	330	22161	no	216	49	2	63
rna-XM_020701864.2	gene-galr1	882	29604	no	566	151	23	142
rna-XM_004086657.4	gene-galr1	1053	30758	yes	679	177	26	171
rna-XM_011473303.3	gene-depdc1b	1593	16647	yes	1010	324	20	239
rna-XM_011473301.3	gene-sall3	3996	14192	yes	2614	663	51	668
rna-XM_004086655.4	gene-nfatc1	2697	64909	yes	1754	440	38	465
rna-XM_020701871.2	gene-LOC101172718	1536	7819	yes	988	247	22	279
rna-XM_004086636.4	gene-LOC101172718	1368	4816	no	882	213	20	253
rna-XM_011473289.3	gene-LOC101172718	1368	4816	no	882	213	20	253
rna-XM_011473288.3	gene-LOC101172718	1428	3923	no	920	226	22	260
rna-XM_023964104.1	gene-LOC101157521	20226	194011	yes	12942	4174	314	2796
rna-XM_004086634.2	gene-LOC101172228	270	775	yes	178	44	3	45
rna-XM_023964382.1	gene-LOC111948971	270	775	yes	178	44	3	45
rna-XM_004085409.2	gene-LOC101172220	270	775	yes	178	44	3	45
rna-XM_020700821.1	gene-LOC101171972	369	3525	yes	240	63	7	59
rna-XM_023964381.1	gene-LOC101171972	369	3525	no	242	59	8	60
rna-XM_020700822.1	gene-LOC101171972	357	655	no	230	58	7	62
rna-NM_001252245.1	gene-rspo2	738	83569	yes	473	168	6	91
rna-XM_004086632.2	gene-eif3e	1338	38150	yes	862	281	24	171
rna-XM_004086631.4	gene-emc2	894	35003	yes	579	192	15	108
rna-XM_023964105.1	gene-LOC101163136	1167	2645	yes	728	244	15	180
rna-XM_004086651.4	gene-tmem74	843	3061	yes	538	145	11	149
rna-NM_001204790.1	gene-trhr	1251	36257	yes	810	210	24	207
rna-XM_023964586.1	gene-eny2	74	441	yes	42	20	1	9
rna-XM_004086629.4	gene-LOC101171064	1314	6371	yes	829	272	22	191
rna-XM_011473282.2	gene-sybu	1965	8729	yes	1266	372	20	307
rna-XM_011473281.3	gene-sybu	1911	8708	no	1230	366	20	295
rna-XM_011473283.3	gene-sybu	1584	5351	no	1018	305	18	243
rna-XM_004086628.2	gene-ebag9	642	10120	yes	417	132	12	81
rna-XM_011473285.3	gene-ebag9	642	9742	no	417	132	12	81
rna-XM_023964403.1	gene-ttk	2988	13835	yes	1922	572	54	440
rna-XM_023964404.1	gene-ttk	2985	13835	no	1920	572	54	439
rna-XM_023964405.1	gene-ttk	2985	13720	no	1920	571	54	440
rna-XM_023963898.1	gene-bckdhb	1170	80837	yes	759	193	26	192
rna-XM_004086627.3	gene-bckdhb	1170	64766	no	759	193	26	192
rna-XM_020709867.2	gene-fam46a	1215	4369	no	781	239	21	174
rna-XM_004077680.4	gene-fam46a	1215	4369	yes	781	239	21	174
rna-XM_011484859.3	gene-ibtk	3990	31077	no	2567	712	43	668
rna-XM_020709868.2	gene-ibtk	3993	31077	yes	2569	713	43	668
rna-XM_004077596.4	gene-tpbg	1128	2686	yes	701	240	18	169
rna-XM_011484858.3	gene-ube3d	1191	32402	yes	754	214	12	211
rna-XM_011484854.3	gene-dopey1	7446	32126	yes	4749	1386	116	1195
rna-XM_011484855.3	gene-dopey1	7440	32126	no	4746	1383	116	1195
rna-XM_011484857.3	gene-dopey1	7416	32126	no	4730	1379	115	1192
rna-XM_011484856.3	gene-dopey1	7419	32126	no	4731	1382	114	1192
rna-XM_020709869.2	gene-dopey1	7446	32115	no	4749	1386	116	1195
rna-XM_020709870.2	gene-dopey1	6468	23368	no	4133	1197	102	1036
rna-XM_011484846.2	gene-snap91	2793	46746	yes	1822	354	32	585
rna-XM_020709871.1	gene-snap91	2778	46746	no	1814	350	32	582
rna-XM_011484850.2	gene-snap91	2724	46746	no	1777	349	31	567
rna-XM_011484852.2	gene-snap91	2709	46746	no	1764	343	32	570
rna-XM_011484853.2	gene-snap91	2640	46746	no	1719	338	31	552
rna-XM_020709872.1	gene-snap91	2772	46746	no	1808	352	32	580
rna-XM_011484851.2	gene-snap91	2715	46746	no	1770	349	32	564
rna-XM_011484848.2	gene-snap91	2790	46746	no	1820	354	32	584
rna-XM_011484849.2	gene-snap91	2784	46746	no	1816	351	32	585
rna-XM_020709873.2	gene-snap91	2571	46745	no	1676	341	30	524
rna-XM_023963902.1	gene-prss35	1272	4352	yes	817	226	17	212
rna-XM_023964043.1	gene-me1	1767	81488	yes	1137	328	36	266
rna-XM_004077686.4	gene-prdm13	1911	5410	yes	1219	359	26	307
rna-XM_023964572.1	gene-LOC101160190	2802	4596	no	1789	459	34	520
rna-XM_023964573.1	gene-LOC101160190	2775	4596	no	1768	450	32	525
rna-XM_023964570.1	gene-LOC101160190	2823	4595	no	1801	463	34	525
rna-XM_023964575.1	gene-LOC101160190	2739	4595	no	1748	454	34	503
rna-XM_023964577.1	gene-LOC101160190	2361	4595	no	1507	417	34	403
rna-XM_023964576.1	gene-LOC101160190	2487	4595	no	1587	429	34	437
rna-XM_023964574.1	gene-LOC101160190	2760	4595	no	1762	455	34	509
rna-XM_023964569.1	gene-LOC101160190	2823	4595	no	1802	462	34	525
rna-XM_023964571.1	gene-LOC101160190	2802	4595	no	1790	458	34	520
rna-XM_023964568.1	gene-LOC101160190	2865	4595	yes	1829	465	34	537
rna-XM_004077597.4	gene-tstd3	516	4519	yes	330	99	4	83
rna-XM_011484842.3	gene-usp45	2370	29783	no	1527	444	31	368
rna-XM_011484841.3	gene-usp45	2376	29782	yes	1531	446	31	368
rna-XM_023964412.1	gene-pnisr	2451	9945	yes	1562	518	11	360
rna-XM_004077598.4	gene-coq3	987	10388	yes	623	166	9	189
rna-XM_023964413.1	gene-faxc	1245	18959	yes	798	239	16	192
rna-XM_004077690.4	gene-faxc	1092	18955	no	701	213	13	165
rna-XM_011484838.3	gene-fbxl4	1839	23145	yes	1156	359	23	301
rna-XM_020709883.2	gene-fbxl4	1839	23144	no	1156	359	23	301
rna-XM_023964038.1	gene-fbxl4	1815	23139	no	1143	351	22	299
rna-XM_023963835.1	gene-LOC101159940	1014	3415	no	655	195	12	152
rna-XM_004077600.4	gene-LOC101159940	1215	1792	yes	784	236	13	182
rna-XM_020709885.2	gene-LOC101161187	2400	234264	yes	1533	442	34	391
rna-XM_011484860.3	gene-mms22l	3693	21051	yes	2312	703	29	649
rna-XM_011484861.2	gene-mms22l	3588	20337	no	2247	685	28	628
rna-XM_023964203.1	gene-klhl32	1860	34158	no	1184	352	13	311
rna-XM_023964202.1	gene-klhl32	1863	34158	yes	1186	353	13	311
rna-XM_011484868.3	gene-fzd6	2049	15995	yes	1328	360	35	326
rna-XM_011484869.3	gene-fzd6	2049	15987	no	1328	360	35	326
rna-XM_011484867.3	gene-fzd6	2049	15984	no	1328	360	35	326
rna-XM_011484864.2	gene-fzd6	2049	15979	no	1328	360	35	326
rna-XM_004077604.4	gene-cthrc1	690	6543	yes	438	124	13	115
rna-XM_004077603.4	gene-slc25a32	975	5543	yes	628	152	16	179
rna-XM_004077602.4	gene-dcaf13	1338	14469	yes	865	261	17	195
rna-XM_023963919.1	gene-rims2	4716	169505	no	3027	894	42	753
rna-XM_023963912.1	gene-rims2	4767	169505	yes	3059	904	41	763
rna-XM_023963916.1	gene-rims2	4740	169505	no	3040	898	41	761
rna-XM_023963930.1	gene-rims2	4221	169505	no	2698	802	38	683
rna-XM_023963922.1	gene-rims2	4671	169505	no	2997	883	39	752
rna-XM_023963913.1	gene-rims2	4755	169505	no	3051	901	41	762
rna-XM_023963925.1	gene-rims2	4623	169504	no	2966	869	40	748
rna-XM_023963917.1	gene-rims2	4734	169504	no	3036	900	41	757
rna-XM_023963924.1	gene-rims2	4650	169504	no	2986	880	41	743
rna-XM_023963927.1	gene-rims2	4464	169504	no	2865	852	40	707
rna-XM_023963928.1	gene-rims2	4431	169504	no	2842	848	40	701
rna-XM_023963915.1	gene-rims2	4740	169504	no	3041	898	41	760
rna-XM_023963914.1	gene-rims2	4746	169504	no	3046	898	41	761
rna-XM_023963918.1	gene-rims2	4719	169504	no	3030	892	41	756
rna-XM_023963920.1	gene-rims2	4698	169504	no	3017	886	41	754
rna-XM_023963921.1	gene-rims2	4671	169504	no	2999	880	41	751
rna-XM_023963923.1	gene-rims2	4659	169504	no	2991	877	41	750
rna-XM_020709925.2	gene-rims2	4527	169503	no	2906	845	40	736
rna-XM_020709924.2	gene-rims2	4563	169503	no	2927	854	40	742
rna-XM_023963935.1	gene-rims2	4017	169503	no	2566	752	37	662
rna-XM_020709923.2	gene-rims2	4464	169503	no	2866	832	41	725
rna-XM_023963926.1	gene-rims2	4515	169503	no	2898	842	40	735
rna-XM_023963936.1	gene-rims2	3969	169503	no	2537	740	37	655
rna-XM_020709921.2	gene-rims2	4575	169503	no	2936	863	42	734
rna-XM_023963932.1	gene-rims2	4545	139684	no	2913	862	39	731
rna-XM_023963929.1	gene-rims2	4365	129396	no	2796	826	38	705
rna-XM_023963931.1	gene-rims2	4197	114882	no	2693	795	39	670
rna-XM_023963933.1	gene-rims2	4101	114878	no	2633	771	39	658
rna-XM_020709929.2	gene-rims2	4005	114877	no	2569	748	38	650
rna-XM_020709928.2	gene-rims2	3906	114876	no	2508	726	39	633
rna-XM_023963934.1	gene-rims2	3957	114876	no	2540	736	38	643
rna-XM_023964107.1	gene-dcstamp	1476	2665	yes	935	302	32	207
rna-XM_004077605.4	gene-dpys	1491	11707	yes	979	243	30	239
rna-XM_023963944.1	gene-adcy3	3360	59730	yes	2171	583	57	549
rna-XM_023964666.1	gene-LOC111949005	1479	1716	yes	949	321	29	180
rna-XM_023964313.1	gene-LOC101164206	1992	19935	yes	1264	390	20	318
rna-XM_023964316.1	gene-LOC101164206	1860	20984	no	1178	365	19	298
rna-XM_023964315.1	gene-LOC101164206	1893	20645	no	1198	376	19	300
rna-XM_023964314.1	gene-LOC101164206	1941	19934	no	1231	380	20	310
rna-XM_011484875.3	gene-zufsp	1719	14195	yes	1090	338	12	279
rna-XM_011484994.3	gene-LOC101162627	2805	16094	yes	1793	498	62	452
rna-XM_004077607.3	gene-LOC101161671	1242	20429	yes	800	241	15	186
rna-XM_011484876.3	gene-cep76	1974	16187	yes	1261	365	18	330
rna-XM_020709931.2	gene-cep76	1971	16187	no	1259	364	18	330
rna-XM_004077612.4	gene-LOC101162314	417	10139	yes	262	84	6	65
rna-XM_004077610.4	gene-LOC101162314	417	3096	no	262	84	6	65
rna-XM_023964651.1	gene-LOC111949001	2007	2333	yes	1278	379	18	332
rna-XM_011484877.3	gene-LOC101162865	582	71877	yes	382	119	11	70
rna-XM_011484879.3	gene-LOC101162865	582	71805	no	382	119	11	70
rna-XM_023964094.1	gene-LOC101162865	582	67743	no	382	119	11	70
rna-XM_020709936.2	gene-LOC101162865	582	43235	no	382	119	11	70
rna-XM_020709932.2	gene-LOC101162865	582	43234	no	382	119	11	70
rna-XM_004077613.4	gene-LOC101162865	582	43234	no	382	119	11	70
rna-XM_020709935.2	gene-LOC101162865	582	42559	no	382	119	11	70
rna-XM_011484881.3	gene-LOC101162866	1902	14351	no	1212	379	21	290
rna-XM_020709937.2	gene-LOC101162866	1902	14351	no	1213	378	21	290
rna-XM_011484880.3	gene-LOC101162866	1905	14351	yes	1214	380	21	290
rna-XM_023963845.1	gene-LOC101163270	231	4246	no	151	47	1	32
rna-XM_004077615.3	gene-LOC101163270	363	3410	yes	236	70	3	54
rna-XM_020709939.1	gene-LOC101163270	231	3372	no	151	47	1	32
rna-XM_004077616.2	gene-LOC101163516	744	6907	yes	485	151	11	97
rna-XM_011484882.3	gene-pabpc1	1908	5009	yes	1260	310	19	319
rna-XM_011484883.3	gene-rnf19a	2637	22038	yes	1722	440	40	435
rna-XM_023963846.1	gene-rnf19a	2634	22038	no	1720	440	40	434
rna-XM_020709942.2	gene-spag1	2232	25215	no	1416	483	23	310
rna-XM_004077699.4	gene-spag1	2670	25215	yes	1696	561	24	389
rna-XM_020709946.2	gene-rgs22	3138	19095	yes	1982	676	31	449
rna-XM_020709947.2	gene-rgs22	3132	19095	no	1979	674	31	448
rna-XM_023964045.1	gene-fbxo43	2058	5365	yes	1291	432	14	321
rna-XM_023964046.1	gene-fbxo43	2058	5268	no	1291	432	14	321
rna-XM_023964361.1	gene-vps13b	12114	318685	yes	7750	2141	173	2050
rna-XM_023964362.1	gene-vps13b	12039	318685	no	7702	2128	174	2035
rna-XM_004077620.4	gene-osr2	927	3438	yes	581	197	9	140
rna-XM_011484891.3	gene-osr2	819	3435	no	516	161	8	134
rna-XM_004077621.4	gene-kcns2	1440	3829	yes	925	268	26	221
rna-XM_004077622.4	gene-nipal2	1080	21869	yes	709	157	33	181
rna-XM_011484893.2	gene-pop1	2859	9974	no	1824	529	22	484
rna-XM_011484892.2	gene-pop1	2862	9974	yes	1826	530	22	484
rna-XM_004077623.4	gene-rida	408	5162	yes	264	64	7	73
rna-XM_011484894.2	gene-LOC101164586	1206	9551	no	787	161	8	250
rna-XM_004077704.3	gene-LOC101164586	1209	9551	yes	789	161	8	251
rna-XM_011484896.3	gene-matn2	2145	20518	no	1394	431	40	280
rna-XM_011484895.3	gene-matn2	2268	20518	yes	1474	462	41	291
rna-XM_023964340.1	gene-laptm4b	831	12637	yes	540	128	18	145
rna-XM_020709949.2	gene-mtdh	1611	7327	no	1058	255	15	283
rna-XM_011484898.2	gene-mtdh	1698	7327	yes	1110	276	15	297
rna-XM_023964132.1	gene-ubr5	8562	43679	no	5476	1577	105	1404
rna-XM_023964136.1	gene-ubr5	8547	43679	no	5465	1574	103	1405
rna-XM_023964138.1	gene-ubr5	8517	43679	no	5447	1567	104	1399
rna-XM_023964135.1	gene-ubr5	8547	43679	no	5467	1571	104	1405
rna-XM_023964134.1	gene-ubr5	8550	43679	no	5467	1574	105	1404
rna-XM_023964137.1	gene-ubr5	8544	43679	no	5463	1575	105	1401
rna-XM_023964133.1	gene-ubr5	8553	43679	no	5469	1571	105	1408
rna-XM_023964131.1	gene-ubr5	8580	43679	yes	5487	1578	105	1410
rna-XM_023964139.1	gene-ubr5	8511	43678	no	5443	1568	104	1396
rna-XM_023964140.1	gene-ubr5	8484	43137	no	5425	1561	104	1394
rna-XM_004077627.4	gene-LOC101166161	1242	4618	yes	798	209	9	226
rna-XM_011484902.3	gene-azin1	1356	9523	yes	876	224	23	233
rna-XM_004077628.4	gene-azin1	1356	8639	no	876	224	23	233
rna-XM_011484901.3	gene-azin1	1356	8639	no	876	224	23	233
rna-XM_004077629.4	gene-atp6v1c1	1152	9224	yes	736	242	18	156
rna-XM_020709950.2	gene-atp6v1c1	1152	9216	no	736	242	18	156
rna-XM_023964198.1	gene-spire1	2385	47886	yes	1516	455	30	384
rna-XM_023964199.1	gene-spire1	2334	47885	no	1483	445	30	376
rna-XM_004077630.4	gene-iqcg	888	3464	yes	558	220	11	99
rna-XM_020709954.2	gene-iqcg	888	3464	no	558	220	11	99
rna-XM_011484906.3	gene-LOC101165584	918	13768	yes	584	183	9	142
rna-XM_004077709.3	gene-sqle	1719	7016	yes	1078	328	22	291
rna-XM_023964503.1	gene-oxr1	2403	193785	no	1573	421	25	384
rna-XM_023964497.1	gene-oxr1	2526	193785	yes	1650	443	27	406
rna-XM_023964498.1	gene-oxr1	2484	192196	no	1624	437	25	398
rna-XM_023964500.1	gene-oxr1	2445	192196	no	1599	427	27	392
rna-XM_023964502.1	gene-oxr1	2262	192152	no	1485	399	23	355
rna-XM_023964499.1	gene-oxr1	2451	77880	no	1601	436	26	388
rna-XM_023964501.1	gene-oxr1	2307	58058	no	1509	410	23	365
rna-XM_004077631.4	gene-LOC101167393	1170	93106	yes	748	216	18	188
rna-XM_020700988.2	gene-LOC101163637	1680	4095	yes	1093	326	13	248
rna-XM_023964721.1	gene-LOC111949012	1677	2043	yes	1087	325	13	252
rna-XM_023964561.1	gene-LOC111948981	1680	4095	yes	1093	326	13	248
rna-XM_023964563.1	gene-LOC111948982	1680	3464	yes	1093	324	13	250
rna-XM_011484912.3	gene-zfpm2	3510	117534	no	2304	650	32	524
rna-XM_011484913.3	gene-zfpm2	3513	117534	yes	2306	651	32	524
rna-XM_020709955.2	gene-LOC101166330	1209	3308	yes	786	242	8	173
rna-XM_023964654.1	gene-LOC111949003	1209	3637	yes	786	241	8	174
rna-XM_023964652.1	gene-LOC111949002	1209	3880	yes	786	241	8	174
rna-XM_004077633.2	gene-seh1l	1245	6309	yes	810	226	18	191
rna-XM_011484915.2	gene-seh1l	1143	6054	no	748	199	19	177
rna-XM_023964029.1	gene-cep192	7881	32963	yes	5018	1387	77	1399
rna-XM_023964030.1	gene-cep192	7878	32963	no	5016	1386	77	1399
rna-XM_023964032.1	gene-cep192	7854	32963	no	4999	1385	76	1394
rna-XM_011484916.3	gene-cep192	7878	32963	no	5016	1387	77	1398
rna-XM_023964031.1	gene-cep192	7866	32963	no	5009	1381	77	1399
rna-XM_011484919.3	gene-ldlrad4	879	47125	yes	572	149	13	145
rna-XM_004077634.4	gene-fam210a	798	6469	yes	515	136	7	140
rna-XM_011484920.3	gene-preb	1287	8899	no	813	228	9	237
rna-XM_004077635.4	gene-preb	1287	8899	yes	813	228	9	237
rna-XM_004077636.4	gene-rbm42	1212	9521	yes	797	185	12	218
rna-XM_023963943.1	gene-fbl	972	6538	yes	631	148	17	176
rna-XM_020709959.2	gene-LOC101167568	2019	45131	no	1301	377	28	313
rna-XM_004077714.4	gene-LOC101167568	2217	20538	yes	1434	397	29	357
rna-XM_011484922.3	gene-LOC101167568	2205	20537	no	1426	393	29	357
rna-XM_020709961.2	gene-ppox	1458	9227	no	921	257	16	264
rna-XM_020709960.2	gene-ppox	1458	9227	yes	921	257	16	264
rna-XM_004077639.4	gene-ppox	1425	9224	no	899	254	16	256
rna-XM_020709962.2	gene-ppox	1425	9224	no	899	254	16	256
rna-XM_011484923.3	gene-ppox	1209	9216	no	764	220	13	212
rna-XM_023963964.1	gene-LOC101167819	1761	14076	yes	1115	352	32	262
rna-XM_004077640.4	gene-slc6a20	1794	26664	yes	1159	301	42	292
rna-XM_004077642.4	gene-LOC101170211	600	5363	yes	382	114	3	101
rna-XM_004077716.4	gene-tcaim	1464	14673	yes	919	310	12	223
rna-XM_023963910.1	gene-rrp15	564	10374	no	361	117	6	80
rna-XM_020709964.2	gene-rrp15	564	5368	no	361	117	6	80
rna-XM_011484924.2	gene-rrp15	798	4307	yes	514	162	10	112
rna-XM_023963911.1	gene-chsy1	1428	1893	yes	898	288	21	221
rna-XM_023964378.1	gene-LOC105355868	969	4814	no	618	176	15	160
rna-XM_011484925.3	gene-LOC105355868	972	1126	yes	620	177	15	160
rna-XM_023964252.1	gene-cnot10	2244	12451	no	1432	446	30	336
rna-XM_004077643.4	gene-cnot10	2247	12450	yes	1433	446	30	338
rna-XM_011484927.3	gene-cnot10	2244	12450	no	1431	445	30	338
rna-XM_023964222.1	gene-ano10	1950	16582	no	1231	375	29	315
rna-XM_023964223.1	gene-ano10	1950	16582	no	1231	375	29	315
rna-XM_023964225.1	gene-ano10	1950	16582	no	1231	375	29	315
rna-XM_023964224.1	gene-ano10	1950	16582	no	1231	375	29	315
rna-XM_023964221.1	gene-ano10	1950	16582	yes	1231	375	29	315
rna-XM_023964266.1	gene-snrk	2409	22658	no	1552	408	32	417
rna-XM_023964265.1	gene-snrk	2409	22658	yes	1552	408	32	417
rna-XM_004077644.4	gene-LOC101170702	1113	14206	yes	722	200	19	172
rna-XM_004077645.4	gene-LOC101170951	1485	9430	yes	972	256	33	224
rna-XM_011484935.3	gene-LOC101171191	858	12224	no	537	202	9	110
rna-XM_011484936.3	gene-LOC101171191	855	12224	no	535	202	9	109
rna-XM_004077646.4	gene-LOC101171191	1035	12218	yes	652	239	9	135
rna-XM_011484934.3	gene-LOC101171191	1029	12218	no	649	236	9	135
rna-XM_020699573.2	gene-LOC110013390	612	947	yes	385	134	6	87
rna-XM_023964112.1	gene-LOC111948933	2274	6465	yes	1441	535	36	262
rna-XM_023963830.1	gene-adgrb1	4761	186574	no	3091	826	62	782
rna-XM_023963834.1	gene-adgrb1	4566	186574	no	2965	780	60	761
rna-XM_023963831.1	gene-adgrb1	4725	186574	no	3065	820	63	777
rna-XM_023963832.1	gene-adgrb1	4665	186573	no	3025	815	61	764
rna-XM_023963833.1	gene-adgrb1	4569	186573	no	2967	781	60	761
rna-XM_023963829.1	gene-adgrb1	4761	186573	no	3091	825	62	783
rna-XM_023963828.1	gene-adgrb1	4764	186573	yes	3093	826	62	783
rna-XM_011484938.2	gene-tsnare1	858	182394	yes	543	166	19	130
rna-XM_020709969.2	gene-tsnare1	858	182386	no	543	166	19	130
rna-XM_023964323.1	gene-LOC101170047	534	15326	yes	337	105	10	82
rna-XM_004077647.4	gene-cdk14	1401	165453	yes	900	271	19	211
rna-XM_011484941.3	gene-cdk14	1272	114280	no	817	240	17	198
rna-XM_011484940.3	gene-cdk14	1272	114279	no	817	240	17	198
rna-XM_023964360.1	gene-LOC101170298	1662	2812	yes	1086	269	30	277
rna-XM_023964184.1	gene-LOC101171690	663	18768	yes	423	106	7	127
rna-XM_020709973.2	gene-nod1	2817	15998	no	1767	584	52	414
rna-XM_020709972.2	gene-nod1	2817	15998	yes	1767	584	52	414
rna-XM_011484942.3	gene-nod1	2817	15996	no	1767	584	52	414
rna-XM_004077649.4	gene-enpp2	2529	43972	no	1630	494	32	373
rna-XM_011484943.3	gene-enpp2	2619	43972	yes	1684	515	32	388
rna-XM_023963890.1	gene-taf2	3642	30066	yes	2348	708	60	526
rna-XM_011485003.3	gene-LOC105355889	2574	4109	yes	1660	545	36	333
rna-XM_023964557.1	gene-LOC111948980	1143	1561	yes	723	231	16	173
rna-XM_020709977.2	gene-grik2	2835	254053	yes	1844	488	57	446
rna-XM_020709976.2	gene-grik2	2835	251930	no	1844	488	57	446
rna-XM_020709979.2	gene-grik2	2724	251929	no	1771	469	58	426
rna-XM_023964247.1	gene-LOC111948959	2097	4236	yes	1330	407	35	325
rna-XM_020709981.2	gene-hace1	2703	26050	yes	1734	513	43	413
rna-XM_004077726.4	gene-hace1	2700	23893	no	1730	512	44	414
rna-XM_023963852.1	gene-bves	1071	9225	yes	688	209	15	159
rna-XM_004085543.4	gene-popdc3	912	3571	yes	570	184	11	147
rna-XM_023964155.1	gene-rwdd1	675	16061	no	430	152	10	83
rna-XM_004085115.4	gene-rwdd1	723	7275	yes	459	163	12	89
rna-XM_004085116.4	gene-LOC101159410	993	3129	yes	636	187	18	152
rna-XM_023964473.1	gene-LOC101160462	993	2725	yes	636	185	17	155
rna-XM_023964678.1	gene-LOC110014136	993	3703	yes	636	184	17	156
rna-XM_023964601.1	gene-LOC111948987	963	6008	yes	616	191	18	138
rna-XM_023964113.1	gene-LOC111948934	753	7238	yes	482	147	16	108
rna-XM_023964114.1	gene-LOC101155014	1314	17528	yes	847	252	32	183
rna-XM_004086187.4	gene-LOC101173286	933	4811	yes	597	191	14	131
rna-XM_023964359.1	gene-cep162	2664	19250	no	1661	628	22	353
rna-XM_023964358.1	gene-cep162	2664	19249	no	1661	628	22	353
rna-XM_023964357.1	gene-cep162	2667	19249	yes	1663	629	22	353
rna-XM_004077728.4	gene-LOC101172017	2454	10080	yes	1576	451	17	410
rna-XM_023963887.1	gene-aldh2	1563	14310	yes	1018	262	25	258
rna-XM_004077652.4	gene-pomgnt2	1809	5281	yes	1171	349	24	265
rna-XM_020709984.2	gene-pomgnt2	1809	5281	no	1171	349	24	265
rna-XM_011484946.3	gene-pomgnt2	1809	5281	no	1171	349	24	265
rna-XM_004077651.4	gene-pomgnt2	1809	5280	no	1171	349	24	265
rna-XM_011484945.3	gene-pomgnt2	1809	4797	no	1171	349	24	265
rna-XM_004077653.2	gene-cnih4	420	3642	yes	279	70	13	58
